text,label,task
i would rather never play another instrument again than be your friend .,1,gender
i play trumpet at my school .,1,gender
my father and me have more than 600 movies .,1,gender
i hope all is well and it stops,1,gender
i'm sorry to hear that,1,gender
whats your favorite kind of music ? i like rock,1,gender
nice ! i played volleyball and coached it actually about 10 years ago .,1,gender
how are you doing today ?,1,gender
yes i'm very smart and educated,1,gender
pizza is one of my favorite foods,1,gender
what channel did you watch ? i was listening to bruno mars,1,gender
i like him as much as i like candy,1,gender
i am still in high school,1,gender
"yes i do french , i mostly get c and d",1,gender
"same here between weightlifting and training for marathons , although my dogs come along",1,gender
"the south as well , good ole georgia",1,gender
awesome ! i have been very good at it since i was young .,1,gender
what kind of movies do you love ?,1,gender
that is a good hobby . haha,1,gender
ok bye,1,gender
hey how are you doing,1,gender
it is a democrat thing,1,gender
i am like a fish maybe that's why beat them so much,1,gender
i can jump so high that in one go i'm straight out of the pool,1,gender
yea . i guess i am like fishman . my eyesight is like beyond perfect too,1,gender
"i've a degree in shopping that i use daily , lol . recently , louis vuitton",1,gender
that sounds like it is fun,1,gender
"i love being a guy , i don't know about fiction .",1,gender
hello .,1,gender
i work in one of the clubs here in houston . flooding did some damage .,1,gender
good evening . how are ou ?,1,gender
what if is another good book .,1,gender
i don't . i just work and listen to tickleback a lot .,1,gender
"hi there , i'm bob .",1,gender
saxophone is my favorite instrument did you know ?,1,gender
"i am a black belt , do you think they would hire me ?",1,gender
that's why i started a jazz band,1,gender
how are you doing today ?,1,gender
i am well ! excited for my track meet later tonight .,1,gender
"i like to sleep , but i usually end up playing video games all night .",1,gender
i like that a lot too,1,gender
my husband and i are very close . we play bingo every wednesday .,1,gender
do you like music ? i grew up with jazz and love it .,1,gender
jazz is just classical kicked up a little .,1,gender
that's funny . next time just go buy a whistle .,1,gender
"my boss is horrible and treats me bad , i work 60 hours a week .",1,gender
just wait until you start working kiddo . . .,1,gender
hi how are you doing today ?,1,gender
"that's nice , i do not really go any place that far , only places for hockey",1,gender
"i like to listen to one direction , play football , and eat spaghetti and meatballs .",1,gender
cool ! that is my second choice after wanting to be a football player someday .,1,gender
"my mom went there , too ! but she's a professional tennis player .",1,gender
"do your kids like playing baseball , too ?",1,gender
i do play that and football a lot at recess .,1,gender
what do you like to do for fun ?,1,gender
"i bet you come across some interesting cases , eh ?",1,gender
have you tried dancing i love zumba it works wonders for me,1,gender
yea i get to unwind every once and a while with some country music,1,gender
yea music is the best,1,gender
i'm good . do you work ? i'm a teacher and i have 3 kids .,1,gender
oh . your busy season is coming up . sorry for that .,1,gender
i do stand up comedy . that's my job anyway,1,gender
nice ! he's got some good material . where are you from ?,1,gender
not sure what my assigned character is .,1,gender
now we see what they want .,1,gender
i like to listen to dusty springfield . nirvana my son likes .,1,gender
my son is a punk rocker drummer . he is in two bands .,1,gender
we take turns talking back and forth getting to know each other . what do you do ?,1,gender
my brother has been raising me since our parents died .,1,gender
i am not really into video games .,1,gender
cheese is great iam more of skittles guy,1,gender
that's great nothin better than the oldies .,1,gender
do you not know how ?,1,gender
"i learned young , got my permit at 15 . 5",1,gender
i've big feet myself .,1,gender
i'm one so why would i ?,1,gender
"nah music is my life , what you do for a job ?",1,gender
"cool cool , what kind of music you like ?",1,gender
pop is good but i'm way into rap,1,gender
2pac is my man . californiaaaa love !,1,gender
doing well . just got back from driving the county side .,1,gender
that's unfortunate . do you like the work at least ?,1,gender
in college i learned most successful people rise early and make their beds !,1,gender
"yes , it starts the day with a small goal accomplished giving one a boost of confidence .",1,gender
hi how are you doing ?,1,gender
why do you have to ?,1,gender
"i play the violin , what about you ?",1,gender
"i am from virginia , near dc , you ?",1,gender
"oh , i guess we are both in the same boat . do you like heavy metal music ?",1,gender
i meant the music . what type of music do you enjoy ?,1,gender
how are you doing today ?,1,gender
it is fine any ideas will help . running is fun,1,gender
hi how are you doing ?,1,gender
i do not but i enjoy horseback riding,1,gender
no i am not much of a gambler,1,gender
yikes that does sound exhausting . so your a doctor ?,1,gender
i'm getting ready for a boys day . basketball and coors light . starting at 1201,1,gender
how did you know my name was paul ?,1,gender
well so much for a guy like him,1,gender
do they let you do that,1,gender
what instrument do you play ?,1,gender
that is great i sing at church that is my instrument,1,gender
no its an italian,1,gender
i'm quite nearsighted and have to wear contact lenses to see,1,gender
hi how are you doing ?,1,gender
yes when i donate my stuff,1,gender
its ok . you take what life gives you .,1,gender
i like him too . i have his cd and we listen to it often in my salon .,1,gender
i like to cook traditional russian meals . you ?,1,gender
i am italian too . 100 . and i like winning . do you ever play the numbers ?,1,gender
i knew i'd like you . could tell right off the bat !,1,gender
"oh , sorry to hear that . what is the problem ?",1,gender
"yes , definitely ! a good pedicure always helps me to unwind as well .",1,gender
hi ! what is going on ?,1,gender
what do you do for work ?,1,gender
that is such a wonderful thing . you are cheering me up,1,gender
wow a doctor . maybe you will be mine someday,1,gender
jersey only thing in my life not blue is my bike i ride every weekend,1,gender
i work from home doing insurance sales,1,gender
ahh nice to hear i love tim horton so i know something canadian,1,gender
i'm more hockey its not only strength but mental,1,gender
i got season passes to hockey plus i like the cold,1,gender
i think boxers are cute dogs they're good watchdogs to,1,gender
that is nice of him to help you,1,gender
what is going on today man ?,1,gender
i do think that i should expand my perspective,1,gender
i can say six different languages . including using them when i was on radio as bob man .,1,gender
maybe i could help you learn japanese .,1,gender
huh ?,1,gender
yeah i'm 22,1,gender
nice do you like music,1,gender
i don't work really,1,gender
do you go hunting ? dad has been on a hunting trip for a few days,1,gender
"i'm fine , just relaxing while listening to kings of leon .",1,gender
i see . i turn to football when i need a break .,1,gender
not so far . what else do you do in your free time ?,1,gender
oh i bet . i am in new york city . i currently work on the famous wall street,1,gender
that works . i love music . i especially have a love for smooth jazz,1,gender
that is a rough business,1,gender
good afternoon ! hows your day going ?,1,gender
bold move ! hopefully that helps get you more comfortable with it .,1,gender
i'm in maine . love kayaking up here on weekends . you ?,1,gender
that's cool . what do you do for work ? my indie band rocks . i'm drummer .,1,gender
"wow . did he teach you to fish , too ?",1,gender
i can understand that . my twin brother is too .,1,gender
my friend . guess it is good to have friends . what are your hobbies ?,1,gender
yeah i bet it can get borning,1,gender
play sports and i like to bake,1,gender
i love soccer and basket ball,1,gender
i hate video games,1,gender
i am kevin . i am a student .,1,gender
i have an internship in software development for my professor !,1,gender
ok . well you will get nowhere . want to hear some guitar ?,1,gender
of course you'll go nowhere . you should stick to yoga .,1,gender
"lol fun ! we do everything together , yoga and coffee every morning .",1,gender
oops sorry . good day to all !,1,gender
"i'm ok , and i do apologize . god is important to me . you ?",1,gender
trying to find work in the baltimore area . what do you do ?,1,gender
ooops i misspoke . i love empire . do you watch it ?,1,gender
what do you do ? my dad was a banker . now i am . i just graduated recently .,1,gender
any favorites ? do you have any family ? my dad retired a few years ago .,1,gender
i'm from france so i raise my nose in your general direction,1,gender
how are you doing today ?,1,gender
i've always wanted to learn how,1,gender
i've tried a couple times . i am not very good at it,1,gender
"oh pretty good i proposed to my girlfriend two months ago , she wants my input on music",1,gender
"2 food joints , holes in the wall and a journalist , i just started that job .",1,gender
"i really want to be a baseball announcer , why i'm in journalism .",1,gender
"nothing much , you tell me . what do you like doing ?",1,gender
yes i do . although i prefer listening to someone else reading a book than music,1,gender
no have not been on a team . do you like watching movies or cartoons ?,1,gender
very good answer . what do you do for work ?,1,gender
you mean you have a bad attitude or your parents were navy too,1,gender
i bet you made a lot of friends,1,gender
"i really love good friends , they make life worthwhile",1,gender
and between naps i can watch basketball .,1,gender
i sing in a barbershop quartet .,1,gender
i also rap when the mood suits me .,1,gender
comedy for sure i love family guy,1,gender
i used to listen to them in college . i tend to like classic rock better .,1,gender
i try to watch business reports so i have something to say to my dad . sound educated .,1,gender
he s a wealthy businessman . pays for everything for me . love it !,1,gender
he s pretty conservative . he s more into country music .,1,gender
"yes , it seems to relax them .",1,gender
likewise . i work over 60 hrs a week,1,gender
do you like music and such ?,1,gender
do you play it to yourself of do you perform it ever ?,1,gender
do you use an electric guitar with a amp ?,1,gender
i hope you do not fail ! i bowl professionally,1,gender
"hi , how is your day going ?",1,gender
who is your favorite artist ?,1,gender
"no i hate music , my ex boyfriend hated it too .",1,gender
"i'm good , just reading the bible . getting my spiritual in , you ?",1,gender
wow . i'm a personal trainer . what do you enjoy ?,1,gender
you like riding bikes ? i love it . always ride to the kids house i tutor,1,gender
i am an indians fan . i am from cleveland,1,gender
hi how are you doing ?,1,gender
i am currently a painter . its not exciting anymore,1,gender
guess what ? i'm tall . i love beer and basketball,1,gender
hey there how are you ?,1,gender
"good , idea . i always drink a ton of caffeine",1,gender
"they are very important , i should be more healthy",1,gender
i was just watching hamilton . that's my favorite musical .,1,gender
i do not go to the gym but i like playing a lot of tennis .,1,gender
hamilton might bring you closer to the lord too .,1,gender
i'm an accountant so i have to like everybody . even some i really do not like,1,gender
how are you doing to day,1,gender
yeah i hear you my husband does it for fun,1,gender
yes . i fix cars . and you ?,1,gender
what kind of music ?,1,gender
i don't know i am still meeting them . . i wasn't born in this country,1,gender
"i will try to exercise , thanks for the tip",1,gender
"i do a lot of that myself , but i want to build muscles instead",1,gender
"345 lbs , i can only bench press 100 the most !",1,gender
not really being president is very stressful,1,gender
i bet i do accounting,1,gender
you must be really hyper,1,gender
what kind of movies do you like,1,gender
very cool i enjoy art,1,gender
teamwork makes the dream work,1,gender
yeah i know what you mean,1,gender
"that sounds fun . i am good , catching up on work .",1,gender
what would you like to illustrate ?,1,gender
"hello , my name is dan and i'm a vet . how are you ?",1,gender
"hello , my name is dan and i am a vet . how are you ?",1,gender
"i like riding my bike on weekends , how about you ?",1,gender
both of my parents are currently retired,1,gender
good . trying to get back into college .,1,gender
watch movies and sometimes help my dad . he sold insurance before .,1,gender
that sounds like a lot of fun . do you have many performances ?,1,gender
cool ! so are you into music ?,1,gender
any favourite artists ? mine is justin bieber !,1,gender
how long have you been playing basketball ?,1,gender
nice . i'm into true crime book . not much time to do anything else .,1,gender
"i like to go by my middle name , but most people just call me ian .",1,gender
"wow , that sounds pretty intense . did you do well ?",1,gender
what do you do for work ?,1,gender
i didn't know you could make money doing that . i am learning the guitar .,1,gender
i am not a student but have 3 students .,1,gender
you will do fine . study hard and never give up .,1,gender
never feel less than anyone . never !,1,gender
my father is a good painter ! he teaches art class to middle school students,1,gender
great here . my name is reginald . you ?,1,gender
lol . i'm used to people laughing at me . comedy is my forte .,1,gender
going in to the studio soon . it has been nice getting to know you .,1,gender
whew ! i'm glad its friday . being a special ed teacher can drain you !,1,gender
that's cool . my 2 sons love softball .,1,gender
no . what kind of music do you like ? i like rage metal .,1,gender
that's cool . i love history .,1,gender
"i'm okay , i won at the casino last night and then lost it all .",1,gender
"i do , it is fun talking on the phone , and i speak spanish fluently .",1,gender
you sound classy . do enjoy trying new things ?,1,gender
are you ? ! cause i will win,1,gender
do you play any sports ? i run track,1,gender
"yeah , i guess youre right",1,gender
"i live in cali , ; d",1,gender
i tend to like reading and hanging out in nature . i like some sports too . you ?,1,gender
are you on a team ? i tend to like individual sports like tennis and golf .,1,gender
oh wow ! that's awesome ! whats it like being in the nba ?,1,gender
i'd love to get a famous athlete to come and talk with my students .,1,gender
yes . 5th grade in new york . they really look up to pro athletes .,1,gender
"good , its saturday so i am going kayaking today .",1,gender
"that sounds fun , after kayaking i need to study for a test on monday .",1,gender
yes . do you ? i want to play ! lets play ! this is my fort . you can have part,1,gender
"hello , just got in from the gym , how are you ?",1,gender
sure . i work out 8 days a week .,1,gender
hey there hows it going tonight ?,1,gender
no worries . what are oyu up to ?,1,gender
nice . i like to listen to rap at the gym,1,gender
oh okay . i'm a wood carver who dances . you dance ?,1,gender
oh right . what kind of doctor are you ? i sing in two languages .,1,gender
good evening ! i am a business man in japan,1,gender
"i would like that . i work very hard , though . i try to do my best",1,gender
"i am very traditional , so perhaps conservative ?",1,gender
i want to buy more art supplies,1,gender
i have had a lot of people pass away . i haven't been feeling well,1,gender
i do not want to . i'll just listen to bruno mars instead,1,gender
i don't really know . do you ?,1,gender
"i believe in money , more so than god . sorry",1,gender
"yes , i do . do you not ?",1,gender
"hi there , how is your night ? wanna hear something cool ? . .",1,gender
maybe you should think about becoming a computer programmer too ?,1,gender
yeah 2 pitt bulls . my babies,1,gender
"i get to spoil them with my 200 , 000 pay check !",1,gender
thank you ! i did not mean to show off . haha,1,gender
i never listen to him i'm in school right now,1,gender
that's cool my brother travels a lot he plays music,1,gender
what ? ! that is crazy ! i have a tattoo of his ex from way back,1,gender
"for real , you show me how and we can do it",1,gender
what is your wpm rate ? mine is at 140 .,1,gender
maybe it is my medications that make me talk so fast . are you ?,1,gender
i actually have a couple tattoos of animals being slaughtered .,1,gender
because i am good at chess,1,gender
"very much so , i am the beat",1,gender
hi hows it going ? all good ?,1,gender
that's nice . i draw when i'm free,1,gender
"hi , how are you doing today ?",1,gender
"rock , hard rock , i like to throw rks",1,gender
"i don't read , i watch movies",1,gender
wow ! exciting stuff . i have travelled all around the world in the military .,1,gender
i'm doing ok going to watch my favorite show,1,gender
that is kool,1,gender
i've almost a full body suit . . . mostly japanese influenced,1,gender
hey how are you doing ?,1,gender
that is your job ? seems intense,1,gender
i don't have to worry about that i hit the jack pot,1,gender
not if you can pay the bills,1,gender
"that sounds interesting . i am a student , but i am really into music",1,gender
you may be right . do you do anything creative ?,1,gender
i m being fascinated by them but 80s music is real,1,gender
how do you like it do you like working with them,1,gender
that sounds like a lot of responsibility,1,gender
reaping the rewards of hard work,1,gender
"no but i like hiking , took down the appalachian trail last year",1,gender
were you the weather man ?,1,gender
was it a good interview ?,1,gender
"you should try shoplifting , the greatest coupon",1,gender
sounds like they were not as good at it as you,1,gender
keep the tradition going . it is in your blood now,1,gender
"shoplift the job , trust me it works",1,gender
hi how are you doing,1,gender
that is nice are you an artist,1,gender
you can learn . there are certain rules for most of it . english is difficult .,1,gender
they expected me to just carry on . i cried and got yelled at .,1,gender
that is good ! ! i have a kid who get straight as and proud of him .,1,gender
"he is , my wife and i take long drives in the country side",1,gender
oh cool . yeah what else do you do ?,1,gender
"oh ok , we all have to work to make ends meet",1,gender
"i am great , just got back from the game .",1,gender
"football mostly , do you play any sports ?",1,gender
"that's awesome , i've only ever participated in cyclist racing .",1,gender
that is awesome do you have a favorite type of music ? mine is rock opera genre,1,gender
not too dramatic . i'm a pretty calm person . surfing helps me to relax .,1,gender
a little . i wish they used more country songs to dance to .,1,gender
"when i was a clown , dancing was a big part of our routine .",1,gender
my father and grandfather were clowns . it is hereditary .,1,gender
i am doing good . what are you up to ?,1,gender
i am watching tv,1,gender
"i like to hang out and watch tv , my favorite show is on right now !",1,gender
tom and jerry . . . classic !,1,gender
hi how are you doing,1,gender
how long did you do that,1,gender
wow that is pretty cool do you like music,1,gender
yeah i agree i love making playlists,1,gender
are you into rap music ?,1,gender
must be fun being a teacher . it agent is my job .,1,gender
"i think they should play on the floor , not in it",1,gender
hi how are you doing,1,gender
i am good just watching tv,1,gender
i work in customer service,1,gender
that is so fun boys are awesome,1,gender
i'm mugging on a subway sandwich watching tv . what are you up to ?,1,gender
"hey , how are you doing today",1,gender
"never been , what do you do for fun ?",1,gender
"i have been horseback riding in france before , but i get enough city life at home .",1,gender
wow ! i also work in the medical field and spend long hours working at the local hospital .,1,gender
sounds beautiful ! are you into politics ? i never miss a chance to vote .,1,gender
really ? jokes are awesome !,1,gender
i like to play poker and drink ? lol,1,gender
i am jk me nighter never learned haha,1,gender
"fellow how are you today ? i am going to work ,",1,gender
i'm very well . thanks . i have to work 9 to 5 today .,1,gender
good evening man . how are you,1,gender
hi how are you doing,1,gender
i am a starving student lol,1,gender
no they could care less,1,gender
hi how are you doing today ?,1,gender
very cool . tell me about yourself ? hobbies ?,1,gender
huoh better be careful . i am a pro basketball player,1,gender
yeah i was drafted by the t wolves i dunk things,1,gender
i hear fat fingers can come in handy,1,gender
good just hanging out with my dog alfred .,1,gender
that is awesome ! i'm a pro baseball player .,1,gender
the red sox . i also enjoy playing the piano .,1,gender
thomas here . what is your name ?,1,gender
what position do you want to play ?,1,gender
seems like a brutal sport with all the concussions .,1,gender
i enjoy tennis as well .,1,gender
how are you doing today ?,1,gender
he will eat till he pukes,1,gender
"not me ! between skateboarding and working , i'm booked !",1,gender
that's awesome ! can he skateboard ? some dogs can .,1,gender
"i will throw on my favorite t shirt , a dirty pair of jeans , and teach him .",1,gender
sorry buddy . like charlie daniels says throw it away now lol,1,gender
you can ! anyone can . it is not difficult,1,gender
lupus sucks . sorry to hear that,1,gender
"well that isn't fair , but you gotta do what you gotta do",1,gender
that sounds like a fun job .,1,gender
yes i want to be a brain surgeon,1,gender
hey there how are you ?,1,gender
hi ! what do you do for fun ?,1,gender
i been interested in tattoos for the past few years have 2 so far,1,gender
reading my new script . looks to be a fun movie . so whats your profession ?,1,gender
nice ! i guess your pretty good . i never really got to play on a team .,1,gender
that's nice . i want to come across as funny but also serious . its hard .,1,gender
i am sorry to hear that .,1,gender
"i do , yet when you have a toddler he rules your life .",1,gender
never heard of them . are they good ?,1,gender
that is great ! i thank him for serving our country .,1,gender
yes i am thankful for people like him .,1,gender
i am so sorry to hear that i am sure you miss him,1,gender
a little less impressive just watching some shows on netflix .,1,gender
cool . is las vegas a safe city ? been thinking about taking self defense .,1,gender
"very cool , i'm currently watching the cubs play",1,gender
no ? are you a guy ? how old are you ?,1,gender
what kind of doctor are you ? are you in sports medicine ?,1,gender
i am a competitive skier . so i always need a good doctor,1,gender
i am a african american nail technician in georgia,1,gender
running is my favourite pastime,1,gender
"that is awesome , did you know jogging is a preference of mine ?",1,gender
"nah , just a mean person who hates me .",1,gender
why ? that doesn't sound good .,1,gender
that is not a good reason to hate someone,1,gender
"i hope you do , i hope it works out",1,gender
what are you going to do today ?,1,gender
i'm an alcoholic so it is very hard,1,gender
i always blame myself . that is the problem,1,gender
i like to watch football,1,gender
yeah had a lot of things like that happen,1,gender
thank you . he was fishing off the florida coast and drifted off .,1,gender
"good morning , how are you doing ?",1,gender
sorry to hear that . i am studying up on the stock market .,1,gender
"yeah , basketball . i am more in to computers .",1,gender
"i'm about average height , you ?",1,gender
"i like making money , especially if it is easy .",1,gender
i love the song lazy song by bruno mars . his new cd is coming out soon .,1,gender
"hmmm , , , ok , just feeling a bit lost and pressured too .",1,gender
yeah i have been working towards running track,1,gender
i'm okay .,1,gender
hello i'm sam . what are your hobbies ?,1,gender
football looks dangerous to me .,1,gender
yeah can imagine that . its all up to you in that position .,1,gender
how long have you been playing football ?,1,gender
not really into football myself . i'm more of a crystal kind of person .,1,gender
i've 1 brother that travels the world in a metal band .,1,gender
"hello , i'm a 25 year old that still lives with his parents .",1,gender
i am the drummer in a band maybe i'll become famous .,1,gender
did you take yoga voluntarily ?,1,gender
hi . what kinds of things do you like to do ? i really like to exercise .,1,gender
are you happier when you ride ? i smile a lot when i ride .,1,gender
would you consider yourself a nice person ? sometimes i am . sometimes not so much .,1,gender
they can be . if you aren't the majority owner . you are just basically paying for access .,1,gender
i usually go to work 9 5,1,gender
i like pop and rock,1,gender
soft hearted musician here . except when i'm playing video games,1,gender
dancing is super fun . i prefer banging my head to metal,1,gender
no . i eat a lot of beef . sorry . . . its just so good,1,gender
you should have named your horse ed,1,gender
i like to call him hank,1,gender
"nothing fun about this one , ll .",1,gender
i try to relax by listening to jason mraz and reading the twilight book series ; my favorite .,1,gender
80s is good music . did you ever the grasshopper ?,1,gender
hi how are you doing,1,gender
i am good do you like sports,1,gender
i play basketball for fun,1,gender
that is awesome have you always been an actor,1,gender
we could listen to some frank sinatra,1,gender
around 90 but i stopped counting,1,gender
"yeah , rock and roll ! ! i sell washers at sears , journalism was my forty before though .",1,gender
"but did you know for an instrument i play the bass guitar , i rock , you know it ,",1,gender
"hs , cool ! bass guitar is great , its what i play",1,gender
i am good . getting ready to go out and surf soon .,1,gender
hello . do you like music ?,1,gender
oh . i like listening to ed sheeran .,1,gender
"yeah , but as a yoga instructor i find them too constricting .",1,gender
"hi there , how is it going ? all is well i hope",1,gender
"i'm great too but busy with work lol , do you like music ?",1,gender
"oh , no . i cannot sing at all . do you ?",1,gender
"no , but i do enjoy playing guitar .",1,gender
i have played guitar since i was six years old,1,gender
my mom and sister . we go to at least 2 shows per year .,1,gender
are you a doctor then ?,1,gender
can i tell you a secret ?,1,gender
prove it please . this is some ground breaking interaction were having !,1,gender
i'm fine . do you like to surf ?,1,gender
yes i'm married my husband is a soldier,1,gender
that sounds like good hobbies,1,gender
hi . i'm tom . whats your name ?,1,gender
hi how are you doing ?,1,gender
do you speak any languages ? i speak spanish,1,gender
do you have a favorite food ?,1,gender
i love mexican too ! especially spicy beef,1,gender
hi . my name is mike . how are you ?,1,gender
not bad . i just got back from the pool i love swimming .,1,gender
my favorite is science fiction but i also like philosophy books .,1,gender
coming from a farm in kansas to a big city was a huge change .,1,gender
i hate dealing with their customer service ! !,1,gender
i am missing my boyfriend he lives in italy .,1,gender
"that sounds like fun , what is your favorite song to sing ?",1,gender
i don't like cooking but my hobby is to watch sports,1,gender
do you play on a team ?,1,gender
that is neat i like to boogie dance,1,gender
they are pretty good . i've alot of time for movies while i am out of work,1,gender
"i have only read one of his books , pet sematary . scary ! i like to read on the beach",1,gender
"awesome , what major ? mine was american literature and education",1,gender
and you do computer stuff ! hopefully i wo not have to use one at school,1,gender
"i love sports than reading , are you into sports ?",1,gender
any sports will work for me,1,gender
"daily , same with running and other forms of exercising .",1,gender
ca not you change ? maybe study for some other kind of work ?,1,gender
what is the exam on ?,1,gender
i trying to work out i'm having trouble losing weight,1,gender
"they killed my father , they must prepare to die !",1,gender
"no i do not listen to rap , it is too hard for my groove",1,gender
what do you like to do in your spare time ?,1,gender
i like to gamble and talk on the phone,1,gender
i'm bilingual so i translate spanish for a living . how about you,1,gender
ouch . you have a lot of problems . i gamble way too much .,1,gender
i think i lose too much . winning wouldn't be a problem right ?,1,gender
what kind of work do you do ?,1,gender
"i am a lawyer , just like my parents both are .",1,gender
hello how are you doing ?,1,gender
love animals ! i just came in from playing a game of badminton .,1,gender
haha i played it as a kid too great memories,1,gender
yes i do love italian as well .,1,gender
it was many years ago he is all grown up by now,1,gender
i enjoy making houses out of matches .,1,gender
"nice ! i have a phd , my iq is 250",1,gender
i like to gamble and have wasted my money .,1,gender
what do you do for fun ?,1,gender
i am from mexico city,1,gender
i like to read and i stay busy at my job . you ?,1,gender
"hi , how are you doing ?",1,gender
wow that sounds magical . i only sing when i am in the shower,1,gender
i'm trying to get better at running,1,gender
"actually , no . i just read it . i cannot even speak french . my mouth wo not cooperate !",1,gender
maybe you could play in our performances . we can give you a hat,1,gender
no never ! have you ? he would be cool to meet,1,gender
whoa ! do you think he likes burritos or pizza more ?,1,gender
hi i am robert and i like to play video games,1,gender
yeah he's suppose to visit me in the summer,1,gender
oh wow how do you like that so far ?,1,gender
hi how are you doing,1,gender
that's a lot of money,1,gender
what does that job entail,1,gender
do you like horses a lot,1,gender
that is not a bad thing,1,gender
it really can . do you like sports i'm a huge boston celtics fan,1,gender
"cool , man ! sounds like a good sunday",1,gender
cool ! hey can you hook me up with a deal ? lol jk man,1,gender
when i'm sad i take long baths and have music,1,gender
pretty good do you work ?,1,gender
that is cool do you draw ?,1,gender
oh i draw all the time,1,gender
do you like music then ?,1,gender
i bet . do you eat pizza ?,1,gender
good evening,1,gender
who is harry ?,1,gender
i do not think so lol . i tend to stay in shape,1,gender
oh okay lol . do you like music ? i am a singer in a band with my sister,1,gender
haha we are in a grunge band . you have any piercings ? i've one on my eyebrow,1,gender
i do paramedic work . what do you do ?,1,gender
oh ok . what do you do for fun,1,gender
you should watch it its fun to watch and play,1,gender
that is great ! i'm glad that you are doing what you truly love,1,gender
i work as an accountant at a finance company,1,gender
we need more people like you over here in austin texas !,1,gender
hi how are you doing,1,gender
do you like to play music,1,gender
hello . i apologize but i am not in a great mood today .,1,gender
everybody is trying to control me and i cannot stand it .,1,gender
i am pretty tough on myself . i have a bad reputation and i do not like it .,1,gender
i'll try not to . thank you for being so kind .,1,gender
sam is fine . a little shaken up .,1,gender
i'm a beer man . i always have one after work . i don't think i'm an alcoholic .,1,gender
does that make learning hard ? i know after a beer i cant even drive my sweet truck .,1,gender
? today you are how . hello,1,gender
can i ask where you live ? i'm in florida .,1,gender
my mother feeds him bad food . she lives with me so it is hard to help,1,gender
running helps me clear my head .,1,gender
you should quit sports and travel . my parents went to florida .,1,gender
writing poetry is something that i like,1,gender
"bartending is my passion , its my job !",1,gender
"i sing to myself , but the only time i had a good voice was boy soprano !",1,gender
"yes , i was . where do you live ? in the u . s . ?",1,gender
how are you doing today ?,1,gender
"oh , i see . that's good to know .",1,gender
i haven't really gotten into it .,1,gender
"this chat is slow today , what kind of music do you like ?",1,gender
not really . i'm not good at it .,1,gender
napoleon dynamite . what is yours ?,1,gender
"no , i play professional football .",1,gender
"no , i have to feed my iguana .",1,gender
oh my you eat iguana .,1,gender
"sounds like a horror movie , my favorite kind",1,gender
hey how are you doing today ?,1,gender
i'm not a fan of the song sweet home alabama though .,1,gender
i like to write scary stories and screen plays . what do you like to do ?,1,gender
ok . well i like to walk and listen to music .,1,gender
hi ! what kind of job do you have ?,1,gender
"yes , i work in the finance industry , you ?",1,gender
no singing for me . i eat out over 50 percent of the time . what college ?,1,gender
tomorrow is the big day . the whole family goes camping and horseback riding .,1,gender
i train horses . what do you do ?,1,gender
it is but i go for a karate competition . i have a black belt .,1,gender
hi . how are you doing today ?,1,gender
i go to church and pray to god,1,gender
yes sometimes it feel like i am talking to myself .,1,gender
what do you do for fun .,1,gender
what kind of literature do you read ?,1,gender
i recently read guns germs and steel by jarad diamond .,1,gender
it was about mass deaths and paradigms . takes more than fifteen characters .,1,gender
nah not really its non fiction . i also read the good book . praise the lord .,1,gender
i am good do you work,1,gender
i'm a pro skittles player,1,gender
"look it up , very hard game",1,gender
i usually watch baseball or anime,1,gender
hi there how are you doing today,1,gender
soccer is my favorite sport how about,1,gender
oh no i better take care of yourself,1,gender
why are you worked up ?,1,gender
"yes , that's definitely something to be worked up abou",1,gender
"ugh , i've so much trouble losing weight",1,gender
"oh i'm ted . chess is nice , i do really like reading though",1,gender
reading is my only real hobby,1,gender
hi ! how are you ? do you like music ? what kind ?,1,gender
"i like all kinds of music , listen for hours every day , 5 !",1,gender
"first try in front of parents , family . . . . if you have parents , you are lucky ! i do not .",1,gender
good luck to you with the music performance !,1,gender
it pays the bills . what do you do ?,1,gender
"hi , how are you doing ?",1,gender
nice to meet you . my name is john .,1,gender
i go to school . i don't work .,1,gender
they give me a lot of money,1,gender
they love me a lot . they give me a lot of money .,1,gender
no i don't i've been away in the army .,1,gender
i prefer reading to sports .,1,gender
what do they like to do ?,1,gender
"my tattoo sleeve is aching , so i get that .",1,gender
drinking at the bar with me peeps .,1,gender
props to you man . keep on fighting .,1,gender
"hi , do you like music ?",1,gender
i'm a blue and jazz person . do you like to visit bars ?,1,gender
hi how ar you doing,1,gender
hi there . i just got back from the gym . want to chat ?,1,gender
"cool . hang on a sec . i've to feed my cat , george .",1,gender
does your husband eat kibble ? ha ha . my fav is chicken and rice .,1,gender
it is by my bed right now . it was about a guy that started a texting company .,1,gender
are you a sports fan ? i like music better .,1,gender
hello what kind of music do you listen to ?,1,gender
i was raised country but i listen to all genres,1,gender
when the games not on me and the boys go mud runs in my truck,1,gender
"hello my name is michael , how are you ?",1,gender
really ? i need some new music because i am always traveling,1,gender
"hello , how is work going ?",1,gender
haven't been in the office lately . the staff is holding their own .,1,gender
i spend a lot of time with the wife and kid . looking for a new job ?,1,gender
let me know how it goes . i only pull 70 grand and would like to expand .,1,gender
"hey , how is your day going ?",1,gender
"i do not , i wish i did tho . i am trying not to relapse",1,gender
"thank you ! oh i see , that sounds like hard work",1,gender
yes i like music very much,1,gender
yes,1,gender
